"","X","date","zip","resp","diar","pop","hh.size","lat","long","fitted1"
"4125",4125,"2020-03-13",6412,0,0,8202,1,41.40309,-72.48344,0.0355036
"4126",4126,"2020-03-13",6413,0,0,7284,2,41.29862,-72.53628,0.1239424
"4127",4127,"2020-03-13",6415,0,0,7637,1,41.54714,-72.34303,0.03305791
"4128",4128,"2020-03-13",6416,0,0,6518,2,41.6061,-72.66779,0.1109084
"4129",4129,"2020-03-13",6417,0,0,7912,2,41.36791,-72.45401,0.1346283
"4130",4130,"2020-03-13",6418,0,0,6294,2,41.32715,-73.08155,0.1070969
"4131",4131,"2020-03-13",6419,0,0,8835,2,41.37644,-72.58324,0.1503338
"4132",4132,"2020-03-13",6420,0,0,8456,1,41.48581,-72.26778,0.03660308
"4133",4133,"2020-03-13",6422,0,0,7034,2,41.46177,-72.67755,0.1196885
"4134",4134,"2020-03-13",6423,0,0,7508,1,41.47773,-72.39098,0.03249952
"4135",4135,"2020-03-13",6424,0,0,8099,2,41.55726,-72.49472,0.1378102
"4136",4136,"2020-03-13",6426,1,0,8312,2,41.35239,-72.39993,0.1414345
"4137",4137,"2020-03-13",6430,0,0,7009,3,41.1746,-73.28431,0.468817
"4138",4138,"2020-03-13",6432,0,0,6626,1,41.19625,-73.24461,0.02868165
"4139",4139,"2020-03-13",6437,1,0,7014,3,41.33914,-72.69072,0.4691514
"4140",4140,"2020-03-13",6438,0,0,6512,1,41.46015,-72.49758,0.02818818
"4141",4141,"2020-03-13",6441,0,0,6914,1,41.46283,-72.58004,0.0299283
"4142",4142,"2020-03-13",6442,0,0,7207,2,41.3447,-72.44463,0.1226322
"4143",4143,"2020-03-13",6443,0,0,7867,1,41.34435,-72.60873,0.0340535
"4144",4144,"2020-03-13",6447,0,0,7111,2,41.63635,-72.45678,0.1209987
"4145",4145,"2020-03-13",6450,0,0,6817,3,41.53722,-72.78009,0.4559745
"4146",4146,"2020-03-13",6451,0,0,9683,1,41.54221,-72.81953,0.04191433
"4147",4147,"2020-03-13",6455,0,0,6810,1,41.51829,-72.71305,0.02947812
"4148",4148,"2020-03-13",6457,0,1,7069,2,41.5497,-72.65309,0.120284
"4149",4149,"2020-03-13",6460,1,0,7446,2,41.2241,-73.05286,0.1266989
"4150",4150,"2020-03-13",6468,0,0,7797,1,41.34185,-73.23171,0.0337505
"4151",4151,"2020-03-13",6469,0,0,9136,1,41.50618,-72.44308,0.03954656
"4152",4152,"2020-03-13",6470,0,0,7363,3,41.39475,-73.31421,0.4924953
"4153",4153,"2020-03-13",6471,0,0,8351,2,41.3386,-72.78289,0.1420982
"4154",4154,"2020-03-13",6472,0,0,6651,2,41.37642,-72.76919,0.1131715
"4155",4155,"2020-03-13",6473,0,0,7767,3,41.38345,-72.86349,0.519518
"4156",4156,"2020-03-13",6475,0,1,6844,3,41.30143,-72.39046,0.4577805
"4157",4157,"2020-03-13",6477,0,0,8352,1,41.2795,-73.03295,0.0361529
"4158",4158,"2020-03-13",6478,8,4,6894,5,41.42863,-73.14288,7.125465
"4159",4159,"2020-03-13",6479,0,0,7735,2,41.5761,-72.9007,0.1316165
"4160",4160,"2020-03-13",6480,0,0,8754,2,41.58383,-72.58793,0.1489555
"4161",4161,"2020-03-13",6481,0,0,6537,1,41.53445,-72.70016,0.0282964
"4162",4162,"2020-03-13",6482,0,0,8075,2,41.40475,-73.25036,0.1374018
"4163",4163,"2020-03-13",6483,0,0,6803,2,41.3846,-73.09433,0.1157578
"4164",4164,"2020-03-13",6484,0,0,8700,1,41.31585,-73.13543,0.03765927
"4165",4165,"2020-03-13",6488,0,0,7459,3,41.46748,-73.24061,0.4989165
"4166",4166,"2020-03-13",6489,0,0,7461,1,41.6005,-72.87642,0.03229607
"4167",4167,"2020-03-13",6490,0,0,7838,2,41.14327,-73.2931,0.1333691
"4168",4168,"2020-03-13",6492,0,0,8185,1,41.4566,-72.81027,0.03543001
"4169",4169,"2020-03-13",6498,0,0,8753,2,41.30892,-72.4653,0.1489385
"4170",4170,"2020-03-13",6504,1,0,7959,1,41.30365,-72.93495,0.03445174
"4171",4171,"2020-03-13",6510,1,0,7949,2,41.3077,-72.92645,0.1352578
"4172",4172,"2020-03-13",6511,5,0,7844,2,41.30805,-72.9239,0.1334712
"4173",4173,"2020-03-13",6512,5,1,7110,3,41.28375,-72.86409,0.4755727
"4174",4174,"2020-03-13",6513,2,0,6381,1,41.31543,-72.86279,0.02762113
"4175",4175,"2020-03-13",6514,0,0,7337,2,41.37217,-72.94137,0.1248442
"4176",4176,"2020-03-13",6515,0,0,7479,1,41.33054,-72.9686,0.03237399
"4177",4177,"2020-03-13",6516,0,0,7444,2,41.27445,-72.95767,0.1266649
"4178",4178,"2020-03-13",6517,0,0,6595,2,41.3458,-72.90445,0.1122186
"4179",4179,"2020-03-13",6518,0,0,8992,2,41.41755,-72.90735,0.1530052
"4180",4180,"2020-03-13",6519,6,0,8322,3,41.29345,-72.9386,0.5566408
"4181",4181,"2020-03-13",6524,0,0,6147,3,41.42984,-72.99325,0.4111597
"4182",4182,"2020-03-13",6525,2,1,7770,3,41.35305,-73.0018,0.5197187
"4183",4183,"2020-03-13",6604,0,0,7023,1,41.18898,-73.21101,0.03040012
"4184",4184,"2020-03-13",6605,0,0,7816,1,41.16145,-73.21656,0.03383274
"4185",4185,"2020-03-13",6606,0,5,7498,4,41.2088,-73.21156,1.97147
"4186",4186,"2020-03-13",6607,0,0,8143,2,41.1763,-73.1663,0.1385589
"4187",4187,"2020-03-13",6608,0,0,8335,1,41.18875,-73.18036,0.03607931
"4188",4188,"2020-03-13",6610,0,0,6243,2,41.20665,-73.1714,0.1062291
"4189",4189,"2020-03-13",6611,0,0,9437,1,41.25991,-73.20826,0.04084949
"4190",4190,"2020-03-13",6612,0,0,7935,2,41.27255,-73.30286,0.1350196
"4191",4191,"2020-03-13",6614,0,0,7393,1,41.2305,-73.1257,0.03200172
"4192",4192,"2020-03-13",6615,0,0,7436,2,41.17295,-73.13923,0.1265288
"4193",4193,"2020-03-13",6702,0,0,7080,3,41.55975,-73.04313,0.473566
"4194",4194,"2020-03-13",6704,0,0,8053,2,41.5829,-73.0339,0.1370275
"4195",4195,"2020-03-13",6705,0,0,6981,2,41.55155,-72.99269,0.1187866
"4196",4196,"2020-03-13",6706,0,0,8370,1,41.5346,-73.02315,0.03623081
"4197",4197,"2020-03-13",6708,1,0,7440,3,41.5434,-73.06515,0.4976457
"4198",4198,"2020-03-13",6710,0,0,6563,3,41.56965,-73.04685,0.438985
"4199",4199,"2020-03-13",6712,0,0,7206,1,41.4994,-72.9764,0.03119226
"4200",4200,"2020-03-13",6716,0,0,6379,2,41.59885,-72.97756,0.1085432
"4201",4201,"2020-03-13",6750,1,0,7491,2,41.72493,-73.25649,0.1274647
"4202",4202,"2020-03-13",6751,0,0,7663,1,41.64211,-73.211,0.03317046
"4203",4203,"2020-03-13",6752,0,0,8991,1,41.51705,-73.35827,0.03891891
"4204",4204,"2020-03-13",6754,0,0,6693,1,41.79763,-73.36876,0.02897167
"4205",4205,"2020-03-13",6755,0,0,7620,1,41.64668,-73.48007,0.03298433
"4206",4206,"2020-03-13",6756,0,0,9044,1,41.84886,-73.2362,0.03914833
"4207",4207,"2020-03-13",6757,0,0,8177,2,41.72873,-73.44869,0.1391374
"4208",4208,"2020-03-13",6759,0,0,7427,1,41.75607,-73.21575,0.0321489
"4209",4209,"2020-03-13",6762,0,0,7203,2,41.52887,-73.11731,0.1225641
"4210",4210,"2020-03-13",6763,0,0,6819,2,41.69008,-73.21181,0.1160301
"4211",4211,"2020-03-13",6770,0,1,7755,3,41.48784,-73.06125,0.5187154
"4212",4212,"2020-03-13",6776,0,0,7812,2,41.58731,-73.41599,0.1329267
"4213",4213,"2020-03-13",6777,0,0,7571,1,41.70819,-73.33262,0.03277222
"4214",4214,"2020-03-13",6778,0,0,7291,2,41.69494,-73.10871,0.1240615
"4215",4215,"2020-03-13",6779,0,0,6477,3,41.59535,-73.08025,0.4332327
"4216",4216,"2020-03-13",6782,0,0,8147,1,41.65765,-73.04704,0.03526553
"4217",4217,"2020-03-13",6783,0,0,6892,2,41.55379,-73.30104,0.1172722
"4218",4218,"2020-03-13",6784,0,0,7390,1,41.58134,-73.48735,0.03198874
"4219",4219,"2020-03-13",6785,0,0,6928,3,41.7081,-73.44848,0.4633991
"4220",4220,"2020-03-13",6786,0,0,7804,1,41.66425,-73.0195,0.0337808
"4221",4221,"2020-03-13",6787,0,0,8060,1,41.67949,-73.10223,0.03488893
"4222",4222,"2020-03-13",6790,0,0,7134,2,41.83937,-73.1255,0.12139
"4223",4223,"2020-03-13",6791,0,0,7731,2,41.72031,-73.06031,0.1315484
"4224",4224,"2020-03-13",6793,0,0,6568,1,41.63611,-73.29724,0.02843058
"4225",4225,"2020-03-13",6794,0,0,6149,1,41.64137,-73.32399,0.02661688
"4226",4226,"2020-03-13",6795,1,0,8106,3,41.61525,-73.11725,0.542193
"4227",4227,"2020-03-13",6796,0,0,7334,2,41.87419,-73.35219,0.1247932
"4228",4228,"2020-03-13",6798,1,1,7936,3,41.56269,-73.20625,0.5308221
"4229",4229,"2020-03-13",6801,0,0,7422,3,41.38069,-73.39151,0.4964417
"4230",4230,"2020-03-13",6804,0,0,6295,1,41.46734,-73.38826,0.02724886
"4231",4231,"2020-03-13",6807,0,0,8262,1,41.0621,-73.58807,0.03576332
"4232",4232,"2020-03-13",6810,1,0,6796,3,41.37814,-73.46909,0.4545699
"4233",4233,"2020-03-13",6811,0,0,8313,1,41.42314,-73.47702,0.03598408
"4234",4234,"2020-03-13",6812,0,0,7934,3,41.48679,-73.49107,0.5306883
"4235",4235,"2020-03-13",6820,1,0,7418,2,41.07535,-73.48102,0.1262225
"4236",4236,"2020-03-13",6830,0,1,6673,2,41.04223,-73.62692,0.1135458
"4237",4237,"2020-03-13",6831,0,0,7586,1,41.08168,-73.66357,0.03283715
"4238",4238,"2020-03-13",6840,0,1,8912,3,41.16279,-73.50212,0.5961046
"4239",4239,"2020-03-13",6850,0,0,8236,1,41.1271,-73.44231,0.03565078
"4240",4240,"2020-03-13",6851,0,0,7934,1,41.1396,-73.40561,0.03434352
"4241",4241,"2020-03-13",6853,0,0,7550,2,41.06949,-73.43766,0.1284686
"4242",4242,"2020-03-13",6854,0,0,7827,2,41.09175,-73.43201,0.1331819
"4243",4243,"2020-03-13",6855,0,1,7445,3,41.10235,-73.39816,0.4979801
"4244",4244,"2020-03-13",6870,0,0,6996,3,41.0331,-73.56937,0.4679475
"4245",4245,"2020-03-13",6877,0,0,8180,2,41.30735,-73.49471,0.1391885
"4246",4246,"2020-03-13",6878,0,0,6660,1,41.03436,-73.58262,0.02882882
"4247",4247,"2020-03-13",6880,0,0,7524,2,41.1448,-73.34276,0.1280262
"4248",4248,"2020-03-13",6883,0,0,7116,1,41.22465,-73.37756,0.03080269
"4249",4249,"2020-03-13",6896,0,0,6906,1,41.30219,-73.38826,0.02989367
"4250",4250,"2020-03-13",6897,0,0,6801,1,41.20945,-73.44091,0.02943916
"4251",4251,"2020-03-13",6901,0,0,8444,3,41.0527,-73.53562,0.5648011
"4252",4252,"2020-03-13",6902,0,0,6849,1,41.061,-73.54247,0.02964694
"4253",4253,"2020-03-13",6903,0,0,6518,1,41.12669,-73.57002,0.02821415
"4254",4254,"2020-03-13",6905,0,0,7258,1,41.08585,-73.54492,0.03141735
"4255",4255,"2020-03-13",6906,0,0,7898,1,41.07735,-73.52082,0.03418769
"4256",4256,"2020-03-13",6907,3,2,7072,4,41.0978,-73.51883,1.85946
"4257",4257,"2020-03-14",6001,0,0,6618,1,41.79225,-72.85462,0.02864702
"4258",4258,"2020-03-14",6002,0,0,6949,2,41.85275,-72.73619,0.1182421
"4259",4259,"2020-03-14",6010,0,0,6295,2,41.6816,-72.94048,0.1071139
"4260",4260,"2020-03-14",6013,0,0,7777,1,41.75869,-72.95751,0.03366392
"4261",4261,"2020-03-14",6016,0,0,8025,1,41.90685,-72.55163,0.03473743
"4262",4262,"2020-03-14",6018,0,0,8353,2,42.02111,-73.29614,0.1421322
"4263",4263,"2020-03-14",6019,1,1,9038,3,41.85241,-72.89947,0.6045325
"4264",4264,"2020-03-14",6020,0,0,7409,1,41.8743,-72.89934,0.03207098
"4265",4265,"2020-03-14",6021,0,0,7938,1,42.01642,-73.11198,0.03436084
"4266",4266,"2020-03-14",6022,0,0,7138,2,41.86653,-72.92065,0.1214581
"4267",4267,"2020-03-14",6023,0,0,7539,1,41.61395,-72.72058,0.03263371
"4268",4268,"2020-03-14",6024,0,0,7230,2,42.02199,-73.26984,0.1230236
"4269",4269,"2020-03-14",6026,0,0,8688,1,41.9386,-72.73514,0.03760733
"4270",4270,"2020-03-14",6027,2,1,6976,4,42.00431,-72.91347,1.834219
"4271",4271,"2020-03-14",6029,0,0,7215,2,41.9072,-72.42313,0.1227683
"4272",4272,"2020-03-14",6031,0,0,7372,2,41.94696,-73.33049,0.1254398
"4273",4273,"2020-03-14",6032,0,0,7960,1,41.7252,-72.82951,0.03445607
"4274",4274,"2020-03-14",6033,0,0,7295,1,41.7039,-72.54613,0.03157751
"4275",4275,"2020-03-14",6035,0,0,7555,1,41.96031,-72.79614,0.03270296
"4276",4276,"2020-03-14",6037,0,0,6709,3,41.60345,-72.77629,0.4487507
"4277",4277,"2020-03-14",6039,0,0,6303,2,41.96732,-73.43204,0.10725
"4278",4278,"2020-03-14",6040,0,0,6193,2,41.77705,-72.52363,0.1053783
"4279",4279,"2020-03-14",6043,0,0,7412,1,41.76693,-72.43848,0.03208397
"4280",4280,"2020-03-14",6051,0,0,8556,1,41.66665,-72.76964,0.03703594
"4281",4281,"2020-03-14",6052,0,0,7542,2,41.6572,-72.80419,0.1283325
"4282",4282,"2020-03-14",6053,0,0,7575,2,41.6903,-72.79069,0.128894
"4283",4283,"2020-03-14",6057,0,0,6948,2,41.85597,-73.00643,0.1182251
"4284",4284,"2020-03-14",6058,0,0,8470,2,41.95943,-73.19948,0.144123
"4285",4285,"2020-03-14",6059,0,0,8048,2,41.92861,-72.91658,0.1369424
"4286",4286,"2020-03-14",6060,0,0,8383,2,41.99675,-72.84449,0.1426427
"4287",4287,"2020-03-14",6062,0,0,8372,1,41.67385,-72.85394,0.03623947
"4288",4288,"2020-03-14",6063,1,0,5711,2,41.93203,-72.96692,0.0971767
"4289",4289,"2020-03-14",6065,0,0,6607,1,41.97632,-73.02232,0.0285994
"4290",4290,"2020-03-14",6066,0,0,6782,1,41.8359,-72.46321,0.02935692
"4291",4291,"2020-03-14",6067,0,0,8042,1,41.65775,-72.66269,0.03481102
"4292",4292,"2020-03-14",6068,1,1,8758,3,42.00828,-73.41462,0.5858039
"4293",4293,"2020-03-14",6069,0,0,8183,2,41.85507,-73.44148,0.1392395
"4294",4294,"2020-03-14",6070,0,0,6861,1,41.86861,-72.82164,0.02969888
"4295",4295,"2020-03-14",6071,0,0,7242,1,41.99086,-72.45173,0.0313481
"4296",4296,"2020-03-14",6073,0,0,7504,1,41.66345,-72.55493,0.0324822
"4297",4297,"2020-03-14",6074,0,0,7977,2,41.83385,-72.57053,0.1357343
"4298",4298,"2020-03-14",6076,0,1,6367,3,41.98664,-72.25334,0.425875
"4299",4299,"2020-03-14",6078,0,0,9051,1,41.97617,-72.6577,0.03917863
"4300",4300,"2020-03-14",6081,0,0,8078,1,41.9057,-72.77159,0.03496685
"4301",4301,"2020-03-14",6082,0,1,7339,2,41.98445,-72.55708,0.1248783
"4302",4302,"2020-03-14",6084,0,0,6970,1,41.88205,-72.36117,0.0301707
"4303",4303,"2020-03-14",6085,0,0,7431,1,41.7469,-72.88099,0.03216621
"4304",4304,"2020-03-14",6088,0,0,7568,1,41.90335,-72.59253,0.03275924
"4305",4305,"2020-03-14",6089,2,1,9156,4,41.8388,-72.83144,2.407412
"4306",4306,"2020-03-14",6090,0,0,7312,2,41.95455,-72.86584,0.1244188
"4307",4307,"2020-03-14",6091,4,0,5732,4,42.00273,-72.98207,1.50713
"4308",4308,"2020-03-14",6092,1,1,7330,4,41.86166,-72.8497,1.927297
"4309",4309,"2020-03-14",6093,0,0,7239,2,42.00554,-72.72443,0.1231767
"4310",4310,"2020-03-14",6095,0,0,7567,2,41.8659,-72.68188,0.1287578
"4311",4311,"2020-03-14",6096,0,0,7424,1,41.9235,-72.65941,0.03213591
"4312",4312,"2020-03-14",6098,0,0,7786,2,41.94675,-73.06486,0.1324843
"4313",4313,"2020-03-14",6103,0,0,8259,2,41.76855,-72.67454,0.1405327
"4314",4314,"2020-03-14",6105,0,0,7785,3,41.77795,-72.70214,0.520722
"4315",4315,"2020-03-14",6106,0,1,8034,3,41.74145,-72.68719,0.5373771
"4316",4316,"2020-03-14",6107,0,0,7893,1,41.75265,-72.75857,0.03416605
"4317",4317,"2020-03-14",6108,0,0,6610,1,41.7776,-72.62138,0.02861239
"4318",4318,"2020-03-14",6109,0,0,5573,1,41.7037,-72.66284,0.02412358
"4319",4319,"2020-03-14",6110,0,0,8027,1,41.73425,-72.73819,0.03474609
"4320",4320,"2020-03-14",6111,0,0,6646,2,41.68565,-72.7312,0.1130864
"4321",4321,"2020-03-14",6112,0,0,7474,1,41.79119,-72.69689,0.03235234
"4322",4322,"2020-03-14",6114,0,0,8959,3,41.74545,-72.67029,0.5992483
"4323",4323,"2020-03-14",6117,0,0,7472,2,41.7814,-72.75749,0.1271414
"4324",4324,"2020-03-14",6118,0,0,7752,3,41.74484,-72.61213,0.5185147
"4325",4325,"2020-03-14",6119,2,1,7227,4,41.76375,-72.72659,1.900215
"4326",4326,"2020-03-14",6120,1,0,8858,1,41.78805,-72.66734,0.0383432
"4327",4327,"2020-03-14",6226,0,0,8015,1,41.70937,-72.21096,0.03469414
"4328",4328,"2020-03-14",6231,0,0,7282,2,41.6276,-72.37272,0.1239084
"4329",4329,"2020-03-14",6232,0,0,7407,2,41.73203,-72.37462,0.1260353
"4330",4330,"2020-03-14",6234,0,0,7248,3,41.78461,-71.96285,0.4848032
"4331",4331,"2020-03-14",6235,0,0,7228,1,41.81151,-72.12795,0.03128749
"4332",4332,"2020-03-14",6237,0,0,6841,2,41.69094,-72.29802,0.1164044
"4333",4333,"2020-03-14",6238,0,0,6938,2,41.77759,-72.33427,0.118055
"4334",4334,"2020-03-14",6239,0,0,7485,2,41.78898,-71.85522,0.1273626
"4335",4335,"2020-03-14",6241,2,1,9115,3,41.85381,-71.8603,0.6096828
"4336",4336,"2020-03-14",6242,0,0,9083,2,41.90166,-72.10068,0.1545537
"4337",4337,"2020-03-14",6247,0,0,6065,1,41.7647,-72.06848,0.02625327
"4338",4338,"2020-03-14",6248,1,0,6639,3,41.68218,-72.40078,0.4440685
"4339",4339,"2020-03-14",6249,0,0,8661,2,41.62654,-72.2458,0.147373
"4340",4340,"2020-03-14",6250,1,2,8171,4,41.78156,-72.20611,2.148423
"4341",4341,"2020-03-14",6254,0,1,7594,4,41.61427,-72.14907,1.996711
"4342",4342,"2020-03-14",6255,0,0,7952,3,41.97858,-71.9018,0.5318923
"4343",4343,"2020-03-14",6256,0,0,7252,1,41.75611,-72.12886,0.03139138
"4344",4344,"2020-03-14",6259,0,0,8148,1,41.86182,-71.99431,0.03526985
"4345",4345,"2020-03-14",6260,0,0,8833,3,41.90083,-71.86525,0.5908205
"4346",4346,"2020-03-14",6262,0,0,7880,1,42.02018,-71.94787,0.03410978
"4347",4347,"2020-03-14",6264,0,1,7078,3,41.69306,-72.10213,0.4734323
"4348",4348,"2020-03-14",6266,0,0,7296,3,41.67378,-72.14826,0.4880138
"4349",4349,"2020-03-14",6268,1,0,7187,2,41.79115,-72.25321,0.1222919
"4350",4350,"2020-03-14",6269,0,0,7587,1,41.80421,-72.25087,0.03284148
"4351",4351,"2020-03-14",6277,0,0,7711,1,41.97703,-71.86108,0.03337823
"4352",4352,"2020-03-14",6278,0,0,7673,1,41.89554,-72.16475,0.03321374
"4353",4353,"2020-03-14",6279,0,0,6754,1,41.89667,-72.27338,0.02923571
"4354",4354,"2020-03-14",6280,0,0,7843,1,41.70083,-72.13819,0.03394962
"4355",4355,"2020-03-14",6281,0,0,6562,1,41.96921,-72.01467,0.02840461
"4356",4356,"2020-03-14",6282,0,0,8572,1,41.9423,-72.06149,0.0371052
"4357",4357,"2020-03-14",6320,0,0,9511,2,41.34545,-72.10877,0.1618364
"4358",4358,"2020-03-14",6330,0,1,8123,3,41.64207,-72.06758,0.5433301
"4359",4359,"2020-03-14",6331,0,0,7623,1,41.69721,-71.99386,0.03299731
"4360",4360,"2020-03-14",6333,9,3,8956,5,41.37655,-72.23681,9.256697
"4361",4361,"2020-03-14",6334,0,0,6619,1,41.54675,-72.17957,0.02865135
"4362",4362,"2020-03-14",6335,0,0,7203,1,41.43965,-72.06232,0.03117928
"4363",4363,"2020-03-14",6336,0,0,7805,3,41.5808,-72.19456,0.5220597
"4364",4364,"2020-03-14",6339,0,0,7669,1,41.44423,-71.99888,0.03319643
"4365",4365,"2020-03-14",6340,0,0,8262,1,41.35857,-72.03517,0.03576332
"4366",4366,"2020-03-14",6351,0,0,7946,3,41.59919,-71.96278,0.5314909
"4367",4367,"2020-03-14",6354,1,0,6348,4,41.70484,-71.84899,1.669097
"4368",4368,"2020-03-14",6355,1,2,6779,4,41.37671,-71.97657,1.782421
"4369",4369,"2020-03-14",6357,0,0,7269,1,41.33106,-72.21572,0.03146497
"4370",4370,"2020-03-14",6359,0,0,8105,2,41.4728,-71.87991,0.1379123
"4371",4371,"2020-03-14",6360,0,0,8372,2,41.53668,-72.00225,0.1424555
"4372",4372,"2020-03-14",6365,0,0,8366,2,41.51918,-71.95439,0.1423534
"4373",4373,"2020-03-14",6370,0,0,6507,3,41.4646,-72.18862,0.4352393
"4374",4374,"2020-03-14",6371,0,0,6415,2,41.3593,-72.33962,0.1091558
"4375",4375,"2020-03-14",6373,0,0,7287,1,41.66953,-71.80554,0.03154289
"4376",4376,"2020-03-14",6374,0,0,8958,2,41.69105,-71.90905,0.1524267
"4377",4377,"2020-03-14",6375,0,0,6667,2,41.399,-72.13292,0.1134437
"4378",4378,"2020-03-14",6376,0,0,8129,2,41.29477,-72.25642,0.1383207
"4379",4379,"2020-03-14",6377,0,0,6633,1,41.72024,-71.81899,0.02871195
"4380",4380,"2020-03-14",6378,0,0,6909,2,41.38047,-71.91774,0.1175615
"4381",4381,"2020-03-14",6379,2,1,8732,3,41.36847,-71.86417,0.5840648
"4382",4382,"2020-03-14",6380,0,0,9008,1,41.57035,-72.05447,0.03899249
"4383",4383,"2020-03-14",6382,0,1,6595,2,41.46155,-72.13087,0.1122186
"4384",4384,"2020-03-14",6384,0,0,7362,1,41.57705,-71.86073,0.03186753
"4385",4385,"2020-03-14",6385,0,0,7004,3,41.35955,-72.16022,0.4684826
"4386",4386,"2020-03-14",6401,0,0,7789,2,41.34328,-73.07065,0.1325353
"4387",4387,"2020-03-14",6403,0,0,8139,2,41.41822,-73.05884,0.1384908
"4388",4388,"2020-03-14",6405,0,0,7150,1,41.28827,-72.79494,0.03094986
"4389",4389,"2020-03-14",6409,0,0,8192,3,41.3488,-72.41786,0.5479453
"4390",4390,"2020-03-14",6410,2,0,8036,4,41.50595,-72.90812,2.112927
"4391",4391,"2020-03-14",6412,0,0,8202,1,41.40309,-72.48344,0.0355036
"4392",4392,"2020-03-14",6413,0,0,7284,2,41.29862,-72.53628,0.1239424
"4393",4393,"2020-03-14",6415,0,0,7637,1,41.54714,-72.34303,0.03305791
"4394",4394,"2020-03-14",6416,1,0,6518,2,41.6061,-72.66779,0.1109084
"4395",4395,"2020-03-14",6417,0,0,7912,2,41.36791,-72.45401,0.1346283
"4396",4396,"2020-03-14",6418,1,0,6294,2,41.32715,-73.08155,0.1070969
"4397",4397,"2020-03-14",6419,0,0,8835,2,41.37644,-72.58324,0.1503338
"4398",4398,"2020-03-14",6420,0,0,8456,1,41.48581,-72.26778,0.03660308
"4399",4399,"2020-03-14",6422,0,0,7034,2,41.46177,-72.67755,0.1196885
"4400",4400,"2020-03-14",6423,0,0,7508,1,41.47773,-72.39098,0.03249952
"4401",4401,"2020-03-14",6424,0,0,8099,2,41.55726,-72.49472,0.1378102
"4402",4402,"2020-03-14",6426,2,0,8312,2,41.35239,-72.39993,0.1414345
"4403",4403,"2020-03-14",6430,0,0,7009,3,41.1746,-73.28431,0.468817
"4404",4404,"2020-03-14",6432,0,0,6626,1,41.19625,-73.24461,0.02868165
"4405",4405,"2020-03-14",6437,1,1,7014,3,41.33914,-72.69072,0.4691514
"4406",4406,"2020-03-14",6438,0,0,6512,1,41.46015,-72.49758,0.02818818
"4407",4407,"2020-03-14",6441,0,0,6914,1,41.46283,-72.58004,0.0299283
"4408",4408,"2020-03-14",6442,0,0,7207,2,41.3447,-72.44463,0.1226322
"4409",4409,"2020-03-14",6443,0,0,7867,1,41.34435,-72.60873,0.0340535
"4410",4410,"2020-03-14",6447,0,0,7111,2,41.63635,-72.45678,0.1209987
"4411",4411,"2020-03-14",6450,0,0,6817,3,41.53722,-72.78009,0.4559745
"4412",4412,"2020-03-14",6451,0,0,9683,1,41.54221,-72.81953,0.04191433
"4413",4413,"2020-03-14",6455,0,0,6810,1,41.51829,-72.71305,0.02947812
"4414",4414,"2020-03-14",6457,0,0,7069,2,41.5497,-72.65309,0.120284
"4415",4415,"2020-03-14",6460,0,0,7446,2,41.2241,-73.05286,0.1266989
"4416",4416,"2020-03-14",6468,0,0,7797,1,41.34185,-73.23171,0.0337505
"4417",4417,"2020-03-14",6469,0,0,9136,1,41.50618,-72.44308,0.03954656
"4418",4418,"2020-03-14",6470,0,0,7363,3,41.39475,-73.31421,0.4924953
"4419",4419,"2020-03-14",6471,0,0,8351,2,41.3386,-72.78289,0.1420982
"4420",4420,"2020-03-14",6472,0,1,6651,2,41.37642,-72.76919,0.1131715
"4421",4421,"2020-03-14",6473,0,0,7767,3,41.38345,-72.86349,0.519518
"4422",4422,"2020-03-14",6475,0,0,6844,3,41.30143,-72.39046,0.4577805
"4423",4423,"2020-03-14",6477,0,0,8352,1,41.2795,-73.03295,0.0361529
"4424",4424,"2020-03-14",6478,5,5,6894,5,41.42863,-73.14288,7.125465
"4425",4425,"2020-03-14",6479,0,0,7735,2,41.5761,-72.9007,0.1316165
"4426",4426,"2020-03-14",6480,0,0,8754,2,41.58383,-72.58793,0.1489555
"4427",4427,"2020-03-14",6481,0,0,6537,1,41.53445,-72.70016,0.0282964
"4428",4428,"2020-03-14",6482,0,0,8075,2,41.40475,-73.25036,0.1374018
"4429",4429,"2020-03-14",6483,0,0,6803,2,41.3846,-73.09433,0.1157578
"4430",4430,"2020-03-14",6484,0,0,8700,1,41.31585,-73.13543,0.03765927
"4431",4431,"2020-03-14",6488,0,0,7459,3,41.46748,-73.24061,0.4989165
"4432",4432,"2020-03-14",6489,0,0,7461,1,41.6005,-72.87642,0.03229607
"4433",4433,"2020-03-14",6490,0,0,7838,2,41.14327,-73.2931,0.1333691
"4434",4434,"2020-03-14",6492,0,0,8185,1,41.4566,-72.81027,0.03543001
"4435",4435,"2020-03-14",6498,0,0,8753,2,41.30892,-72.4653,0.1489385
"4436",4436,"2020-03-14",6504,1,0,7959,1,41.30365,-72.93495,0.03445174
"4437",4437,"2020-03-14",6510,5,0,7949,2,41.3077,-72.92645,0.1352578
"4438",4438,"2020-03-14",6511,0,0,7844,2,41.30805,-72.9239,0.1334712
"4439",4439,"2020-03-14",6512,6,0,7110,3,41.28375,-72.86409,0.4755727
"4440",4440,"2020-03-14",6513,0,0,6381,1,41.31543,-72.86279,0.02762113
"4441",4441,"2020-03-14",6514,0,0,7337,2,41.37217,-72.94137,0.1248442
"4442",4442,"2020-03-14",6515,0,0,7479,1,41.33054,-72.9686,0.03237399
